country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_4537,Rural,Yes,3,28,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4538,Rural,Yes,3,21,Female,Other relative,Divorced/Seperated,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_4539,Urban,No,4,42,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4540,Urban,No,1,23,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4541,Urban,No,2,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4542,Urban,Yes,1,33,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4543,Urban,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4544,Rural,Yes,1,24,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4545,Urban,No,2,28,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4546,Urban,Yes,2,46,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4547,Rural,Yes,5,18,Female,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_4548,Urban,No,2,26,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4549,Urban,No,1,20,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4550,Urban,Yes,7,30,Male,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4551,Urban,No,2,80,Male,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4552,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_4553,Urban,No,2,29,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4554,Urban,No,5,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4555,Rural,Yes,6,22,Female,Other non-relatives,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_4556,Rural,Yes,6,21,Male,Other relative,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4557,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Tertiary education,No Income
Tanzania,2017,uniqueid_4558,Urban,Yes,3,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4559,Urban,Yes,7,25,Female,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_4560,Rural,No,3,17,Female,Other relative,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_4561,Urban,No,3,69,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4562,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4563,Urban,No,5,17,Male,Parent,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_4564,Urban,No,2,19,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_4565,Urban,No,1,82,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4566,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4567,Urban,Yes,4,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4568,Rural,No,5,19,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4569,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4570,Rural,No,2,77,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4571,Rural,Yes,2,19,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4572,Urban,Yes,2,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4573,Urban,No,2,59,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4574,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4575,Rural,Yes,1,51,Female,Head of Household,Married/Living together,Tertiary education,Self employed
Tanzania,2017,uniqueid_4576,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4577,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4578,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4579,Urban,Yes,4,71,Female,Spouse,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_4580,Urban,Yes,4,49,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4581,Rural,Yes,1,34,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4582,Urban,Yes,1,46,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4583,Urban,Yes,2,60,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4584,Urban,No,1,65,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4585,Urban,Yes,1,48,Female,Head of Household,Widowed,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4586,Urban,No,7,28,Female,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4587,Urban,No,3,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4588,Rural,Yes,2,47,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4589,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4590,Urban,Yes,3,42,Female,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4591,Urban,Yes,3,27,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4592,Urban,No,2,72,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4593,Rural,Yes,2,31,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4594,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4595,Rural,Yes,6,51,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4596,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4597,Urban,No,4,30,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4598,Urban,Yes,1,34,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4599,Rural,Yes,2,23,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4600,Urban,Yes,4,22,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_4601,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4602,Urban,No,2,53,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4603,Rural,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4604,Urban,No,1,20,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4605,Urban,No,1,34,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4606,Urban,Yes,4,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4607,Rural,No,3,16,Male,Other relative,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_4608,Urban,Yes,3,44,Male,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4609,Rural,Yes,2,22,Female,Other relative,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4610,Urban,No,1,66,Female,Head of Household,Widowed,No formal education,Government Dependent
Tanzania,2017,uniqueid_4611,Rural,Yes,5,63,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4612,Urban,Yes,3,17,Female,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4613,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4614,Urban,No,2,36,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4615,Urban,No,5,47,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4616,Urban,No,1,39,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4617,Urban,Yes,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4618,Urban,No,4,56,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4619,Rural,Yes,2,27,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4620,Urban,No,3,81,Female,Other relative,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4621,Rural,Yes,3,21,Female,Parent,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,uniqueid_4622,Urban,Yes,2,61,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4623,Rural,Yes,1,40,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4624,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4625,Rural,No,2,19,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4626,Urban,Yes,4,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4627,Urban,Yes,2,24,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4628,Urban,Yes,3,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4629,Urban,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4630,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4631,Rural,Yes,5,48,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4632,Urban,Yes,1,40,Female,Head of Household,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_4633,Rural,Yes,2,24,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4634,Urban,Yes,3,40,Female,Spouse,Single/Never Married,No formal education,Government Dependent
Tanzania,2017,uniqueid_4635,Urban,Yes,4,20,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4636,Urban,No,3,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4637,Urban,Yes,1,38,Female,Head of Household,Married/Living together,Tertiary education,Self employed
Tanzania,2017,uniqueid_4638,Urban,Yes,1,78,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4639,Urban,No,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4640,Urban,No,2,29,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4641,Urban,Yes,2,42,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_4642,Urban,No,3,50,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4643,Urban,No,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4644,Urban,No,2,20,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4645,Urban,Yes,1,80,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4646,Urban,No,3,79,Male,Head of Household,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_4647,Urban,No,1,65,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4648,Urban,No,2,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4649,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4650,Rural,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4651,Urban,Yes,5,56,Female,Head of Household,Widowed,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4652,Urban,Yes,2,61,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4653,Rural,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4654,Urban,No,2,44,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4655,Urban,No,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4656,Rural,Yes,3,82,Male,Head of Household,Single/Never Married,Secondary education,Government Dependent
Tanzania,2017,uniqueid_4657,Urban,Yes,4,24,Female,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4658,Urban,No,2,58,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4659,Urban,Yes,2,43,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4660,Urban,Yes,3,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4661,Rural,Yes,2,28,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4662,Urban,No,5,29,Female,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4663,Urban,No,1,72,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4664,Urban,No,3,21,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4665,Urban,No,2,29,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4666,Rural,Yes,1,29,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4667,Rural,Yes,3,27,Male,Other relative,Married/Living together,Secondary education,Self employed
Tanzania,2017,uniqueid_4668,Urban,No,2,31,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4669,Urban,Yes,2,65,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4670,Urban,No,2,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4671,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4672,Urban,Yes,4,18,Female,Parent,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_4673,Rural,Yes,2,50,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4674,Urban,Yes,3,42,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4675,Urban,Yes,2,21,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4676,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4677,Rural,No,4,17,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
